item,buque,producto,jornada,turno,ticket_apm,permiso,bl,bodega,balanza_ingreso,fecha_ingreso_apm,fecha_inicio_carguio,fecha_termino_carguio,duracion_carguio,estadia_muelle_antes_carguio,balanza_salida,guia_remision_agencia,placa_camion,empresa_transporte,num_precinto,peso_bruto_puerto,tara_puerto,peso_neto_salida_apm,peso_apm_tn,destino_almacen,fecha_salida_apmtc,tiempo_termino_carguio_salida,tiempo_llegada_salida_apm,fecha_ingreso_almacen,peso_bruto_almacen,tara_almacen,peso_neto_ingreso_almacen,diferencia_pesos_netos,fecha_salida_almacen,tiempo_llegada_almacen_desde_puerto,permanencia_almacen,duracion_total_traslado,observaciones,guia_transporte
508,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260746,-,2,BODEGA 3,-,2024-12-26 21:05:00,2024-12-27 04:36:00,2024-12-27 04:40:00,00:04:00,07:31:00,-,260746,AZS811,TOSA E.I.R.L.,129107,54580,17360,37220,37.22,CHANCAY - 5003,2024-12-27 05:08:00,00:28:00,08:03:00,2024-12-27 05:32:00,54530,17300,37230,10,2024-12-27 05:50:00,00:24:00,00:18:00,08:45:00,0,0
509,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260745,-,2,BODEGA 3,-,2024-12-26 21:01:00,2024-12-27 04:45:00,2024-12-27 04:50:00,00:05:00,07:44:00,-,987015,AJP762,VILMA ROJAS,129108,49300,17940,31360,31.36,GH CHANCAY - 5029,2024-12-27 05:11:00,00:21:00,08:10:00,2024-12-27 05:37:00,49200,17870,31330,-30,2024-12-27 06:12:00,00:26:00,00:35:00,09:11:00,0,0
510,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260749,-,2,BODEGA 1,-,2024-12-26 21:20:00,2024-12-27 05:00:00,2024-12-27 05:05:00,00:05:00,07:40:00,-,2260749,D7X754,TOSA E.I.R.L.,129109,53800,17180,36620,36.62,CHANCAY - 5003,2024-12-27 05:20:00,00:15:00,08:00:00,2024-12-27 05:40:00,53740,17120,36620,0,2024-12-27 05:58:00,00:20:00,00:18:00,08:38:00,0,0
511,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260754,-,1,BODEGA 3,-,2024-12-26 21:24:00,2024-12-27 05:05:00,2024-12-27 05:10:00,00:05:00,07:41:00,-,2260754,BYP790,TOSA E.I.R.L.,129111,50700,18280,32420,32.42,CHANCAY - 5003,2024-12-27 05:37:00,00:27:00,08:13:00,2024-12-27 06:04:00,50660,18240,32420,0,2024-12-27 06:20:00,00:27:00,00:16:00,08:56:00,0,0
512,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260779,-,2,BODEGA 3,-,2024-12-26 21:13:00,2024-12-27 05:10:00,2024-12-27 05:15:00,00:05:00,07:57:00,-,2260779,BDE743,VILMA ROJAS,129110,55420,17940,37480,37.48,CHANCAY - 5003,2024-12-27 05:32:00,00:17:00,08:19:00,2024-12-27 05:54:00,55360,17850,37510,30,2024-12-27 06:13:00,00:22:00,00:19:00,09:00:00,0,0
513,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260784,-,1,BODEGA 1,-,2024-12-26 21:38:00,2024-12-27 05:12:00,2024-12-27 05:16:00,00:04:00,07:34:00,-,2260784,AWS916,TOSA E.I.R.L.,129114,51400,17640,33760,33.76,CHANCAY - 5003,2024-12-27 05:59:00,00:43:00,08:21:00,2024-12-27 06:28:00,51340,17590,33750,-10,2024-12-27 07:03:00,00:29:00,00:35:00,09:25:00,0,0
514,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260790,-,1,BODEGA 3,-,2024-12-26 22:26:00,2024-12-27 05:15:00,2024-12-27 05:20:00,00:05:00,06:49:00,-,986995,APN941,TRANSJIBAJA S.A.C.,129112,52720,16840,35880,35.88,GH CHANCAY - 5029,2024-12-27 05:50:00,00:30:00,07:24:00,2024-12-27 06:21:00,52620,16760,35860,-20,2024-12-27 06:35:00,00:31:00,00:14:00,08:09:00,0,0
515,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260782,-,2,BODEGA 3,-,2024-12-26 19:19:00,2024-12-27 05:20:00,2024-12-27 05:25:00,00:05:00,10:01:00,-,2260782,BDD937,VILMA ROJAS,129113,54700,18000,36700,36.7,CHANCAY - 5003,2024-12-27 05:57:00,00:32:00,10:38:00,2024-12-27 06:30:00,54630,17920,36710,10,2024-12-27 07:06:00,00:33:00,00:36:00,11:47:00,0,0
516,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260786,-,2,BODEGA 3,-,2024-12-26 21:41:00,2024-12-27 05:32:00,2024-12-27 05:37:00,00:05:00,07:51:00,-,2260786,BMO774,VILMA ROJAS,129115,57240,18820,38420,38.42,CHANCAY - 5003,2024-12-27 06:02:00,00:25:00,08:21:00,2024-12-27 06:25:00,57180,18760,38420,0,2024-12-27 07:00:00,00:23:00,00:35:00,09:19:00,0,0
517,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260794,-,1,BODEGA 3,-,2024-12-26 22:46:00,2024-12-27 05:45:00,2024-12-27 05:50:00,00:05:00,06:59:00,-,986991,BDD755,VILMA ROJAS,129116,53760,17840,35920,35.92,GH CHANCAY - 5029,2024-12-27 06:13:00,00:23:00,07:27:00,2024-12-27 06:40:00,53650,17760,35890,-30,2024-12-27 06:47:00,00:27:00,00:07:00,08:01:00,0,0
518,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260788,-,2,BODEGA 1,-,2024-12-26 21:50:00,2024-12-27 05:55:00,2024-12-27 06:00:00,00:05:00,08:05:00,-,986997,C6D781,TRANSJIBAJA S.A.C.,129117,54680,16620,38060,38.06,GH CHANCAY - 5029,2024-12-27 06:18:00,00:18:00,08:28:00,2024-12-27 07:09:00,54500,16500,38000,-60,2024-12-27 07:30:00,00:51:00,00:21:00,09:40:00,0,0
519,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260792,-,1,BODEGA 1,-,2024-12-26 22:44:00,2024-12-27 06:00:00,2024-12-27 06:05:00,00:05:00,07:16:00,-,2260792,AUL936,TOSA E.I.R.L.,129118,52680,16980,35700,35.7,CHANCAY - 5003,2024-12-27 06:30:00,00:25:00,07:46:00,2024-12-27 07:25:00,52640,16930,35710,10,2024-12-27 07:51:00,00:55:00,00:26:00,09:07:00,0,0
520,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260785,-,2,BODEGA 3,-,2024-12-26 21:39:00,2024-12-27 06:06:00,2024-12-27 06:14:00,00:08:00,08:27:00,-,986993,AJE884,VILMA ROJAS,129119,55980,18800,37180,37.18,GH CHANCAY - 5029,2024-12-27 06:32:00,00:18:00,08:53:00,2024-12-27 07:28:00,55790,18670,37120,-60,2024-12-27 07:37:00,00:56:00,00:09:00,09:58:00,0,0
521,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260798,-,1,BODEGA 1,-,2024-12-26 23:01:00,2024-12-27 06:12:00,2024-12-27 06:16:00,00:04:00,07:11:00,-,2260798,AFX858,TOSA E.I.R.L.,129120,50860,16900,33960,33.96,CHANCAY - 5003,2024-12-27 06:42:00,00:26:00,07:41:00,2024-12-27 07:29:00,50780,16820,33960,0,2024-12-27 07:54:00,00:47:00,00:25:00,08:53:00,0,0
522,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260797,-,1,BODEGA 1,-,2024-12-26 23:01:00,2024-12-27 06:20:00,2024-12-27 06:25:00,00:05:00,07:19:00,-,2260797,ABY907,TOSA E.I.R.L.,129121,52700,16800,35900,35.9,CHANCAY - 5003,2024-12-27 06:43:00,00:18:00,07:42:00,2024-12-27 07:34:00,52640,16740,35900,0,2024-12-27 08:08:00,00:51:00,00:34:00,09:07:00,0,0
523,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260803,-,1,BODEGA 3,-,2024-12-26 23:03:00,2024-12-27 06:22:00,2024-12-27 06:27:00,00:05:00,07:19:00,-,2260803,BYP721,TOSA E.I.R.L.,129122,52280,18460,33820,33.82,CHANCAY - 5003,2024-12-27 06:52:00,00:25:00,07:49:00,2024-12-27 07:36:00,52200,18390,33810,-10,2024-12-27 08:13:00,00:44:00,00:37:00,09:10:00,0,0
524,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260800,-,1,BODEGA 1,-,2024-12-26 23:03:00,2024-12-27 06:35:00,2024-12-27 06:42:00,00:07:00,07:32:00,-,2260800,D7P795,TRANSJIBAJA S.A.C.,129123,56140,17500,38640,38.64,CHANCAY - 5003,2024-12-27 06:56:00,00:14:00,07:53:00,2024-12-27 07:38:00,56080,17430,38650,10,2024-12-27 08:18:00,00:42:00,00:40:00,09:15:00,0,0
525,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260814,-,1,BODEGA 2,-,2024-12-26 23:28:00,2024-12-27 06:40:00,2024-12-27 06:58:00,00:18:00,07:12:00,-,2260814,AWS791,TOSA E.I.R.L.,129124,54140,17700,36440,36.44,GH CHANCAY - 5029,2024-12-27 07:20:00,00:22:00,07:52:00,2024-12-27 07:58:00,54010,17620,36390,-50,2024-12-27 08:17:00,00:38:00,00:19:00,08:49:00,0,0
526,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412260813,-,2,BODEGA 2,-,2024-12-26 23:21:00,2024-12-27 06:45:00,2024-12-27 06:54:00,00:09:00,07:24:00,-,2260813,D6D940,TOSA E.I.R.L.,129125,53040,16680,36360,36.36,GH CHANCAY - 5029,2024-12-27 07:26:00,00:32:00,08:05:00,2024-12-27 08:39:00,52920,16590,36330,-30,2024-12-27 10:02:00,01:13:00,01:23:00,10:41:00,0,0
527,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 8,2025-07-23 00:00:00,202412270010,-,1,BODEGA 4,-,2024-12-27 00:05:00,2024-12-27 06:59:00,2024-12-27 07:06:00,00:07:00,06:54:00,-,2270010,ATA883,TOSA E.I.R.L.,129126,50600,16780,33820,33.82,GH CHANCAY - 5029,2024-12-27 07:26:00,00:20:00,07:21:00,2024-12-27 08:35:00,50510,16710,33800,-20,2024-12-27 09:46:00,01:09:00,01:11:00,09:41:00,0,0
528,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270009,-,1,BODEGA 2,-,2024-12-27 00:43:00,2024-12-27 07:03:00,2024-12-27 07:10:00,00:07:00,06:20:00,-,2270009,D8A721,TOSA E.I.R.L.,129128,49780,17260,32520,32.52,GH CHANCAY - 5029,2024-12-27 07:36:00,00:26:00,06:53:00,2024-12-27 08:51:00,49630,17140,32490,-30,2024-12-27 10:32:00,01:15:00,01:41:00,09:49:00,0,0
529,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270011,-,1,BODEGA 4,-,2024-12-27 00:12:00,2024-12-27 07:05:00,2024-12-27 07:13:00,00:08:00,06:53:00,-,2270011,D6H785,TRANSJIBAJA S.A.C.,129127,49920,16040,33880,33.88,GH CHANCAY - 5029,2024-12-27 07:36:00,00:23:00,07:24:00,2024-12-27 08:09:00,49820,15960,33860,-20,2024-12-27 08:25:00,00:33:00,00:16:00,08:13:00,0,0
530,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270021,-,1,BODEGA 2,-,2024-12-27 01:21:00,2024-12-27 07:13:00,2024-12-27 07:21:00,00:08:00,05:52:00,-,2270021,C7Y834,TRANSJIBAJA S.A.C.,129129,51480,17180,34300,34.3,GH CHANCAY - 5029,2024-12-27 07:47:00,00:26:00,06:26:00,2024-12-27 09:14:00,51360,17080,34280,-20,2024-12-27 10:36:00,01:27:00,01:22:00,09:15:00,0,0
531,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270057,-,1,BODEGA 4,-,2024-12-27 04:08:00,2024-12-27 07:30:00,2024-12-27 07:41:00,00:11:00,03:22:00,-,2270057,C7Y835,TRANSJIBAJA S.A.C.,129130,50760,16680,34080,34.08,CHANCAY - 5003,2024-12-27 08:05:00,00:24:00,03:57:00,2024-12-27 08:35:00,50670,16570,34100,20,2024-12-27 09:00:00,00:30:00,00:25:00,04:52:00,0,0
532,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270106,-,1,BODEGA 2,-,2024-12-27 06:41:00,2024-12-27 07:30:00,2024-12-27 07:40:00,00:10:00,00:49:00,-,2270106,BYP790,TOSA E.I.R.L.,129162,52020,18280,33740,33.74,CHANCAY - 5003,2024-12-27 09:42:00,02:02:00,03:01:00,2024-12-27 11:05:00,51960,18220,33740,0,2024-12-27 12:32:00,01:23:00,01:27:00,05:51:00,0,0
533,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270022,-,1,BODEGA 2,-,2024-12-27 01:22:00,2024-12-27 07:33:00,2024-12-27 07:42:00,00:09:00,06:11:00,-,2270022,D7H920,TRANSJIBAJA S.A.C.,129131,42600,17080,25520,25.52,CHANCAY - 5003,2024-12-27 08:08:00,00:26:00,06:46:00,2024-12-27 08:46:00,42540,17000,25540,20,2024-12-27 09:04:00,00:38:00,00:18:00,07:42:00,0,0
534,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270038,-,1,BODEGA 2,-,2024-12-27 02:24:00,2024-12-27 07:38:00,2024-12-27 07:45:00,00:07:00,05:14:00,-,2270038,ASA876,TOSA E.I.R.L.,129133,52260,17240,35020,35.02,CHANCAY - 5003,2024-12-27 08:17:00,00:32:00,05:53:00,2024-12-27 08:51:00,52220,17180,35040,20,2024-12-27 09:09:00,00:34:00,00:18:00,06:45:00,0,0
535,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270056,-,1,BODEGA 2,-,2024-12-27 04:06:00,2024-12-27 07:40:00,2024-12-27 07:59:00,00:19:00,03:34:00,-,2270056,D1J772,TRANSJIBAJA S.A.C.,129144,49160,16980,32180,32.18,CHANCAY - 5003,2024-12-27 08:49:00,00:50:00,04:43:00,2024-12-27 09:43:00,49100,16920,32180,0,2024-12-27 10:03:00,00:54:00,00:20:00,05:57:00,0,0
536,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270026,-,1,BODEGA 4,-,2024-12-27 01:49:00,2024-12-27 07:40:00,2024-12-27 07:51:00,00:11:00,05:51:00,-,2270026,AKV816,TOSA E.I.R.L.,129132,50800,17160,33640,33.64,GH CHANCAY - 5029,2024-12-27 08:09:00,00:18:00,06:20:00,2024-12-27 09:16:00,50650,17040,33610,-30,2024-12-27 10:53:00,01:07:00,01:37:00,09:04:00,0,0
537,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270092,-,1,BODEGA 2,-,2024-12-27 05:37:00,2024-12-27 07:45:00,2024-12-27 07:55:00,00:10:00,02:08:00,-,2270092,ACU930,TRANSJIBAJA S.A.C.,129157,49120,16440,32680,32.68,CHANCAY - 5003,2024-12-27 09:22:00,01:27:00,03:45:00,2024-12-27 10:41:00,49060,16350,32710,30,2024-12-27 11:12:00,01:19:00,00:31:00,05:35:00,0,0
538,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270104,-,1,BODEGA 4,-,2024-12-27 06:32:00,2024-12-27 07:45:00,2024-12-27 07:55:00,00:10:00,01:13:00,-,2270104,F3Q851,TRANSJIBAJA S.A.C.,129161,51240,17580,33660,33.66,CHANCAY - 5003,2024-12-27 09:39:00,01:44:00,03:07:00,2024-12-27 10:56:00,51150,17490,33660,0,2024-12-27 11:44:00,01:17:00,00:48:00,05:12:00,0,0
539,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270051,-,1,BODEGA 4,-,2024-12-27 03:57:00,2024-12-27 07:45:00,2024-12-27 07:57:00,00:12:00,03:48:00,-,2270051,D7W933,TOSA E.I.R.L.,129140,53080,17400,35680,35.68,CHANCAY - 5003,2024-12-27 08:38:00,00:41:00,04:41:00,2024-12-27 09:31:00,53020,17330,35690,10,2024-12-27 09:49:00,00:53:00,00:18:00,05:52:00,0,0
540,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270034,-,1,BODEGA 4,-,2024-12-27 02:16:00,2024-12-27 07:48:00,2024-12-27 07:57:00,00:09:00,05:32:00,-,2270034,F1K772,TRANSJIBAJA S.A.C.,129134,43660,16920,26740,26.74,CHANCAY - 5003,2024-12-27 08:19:00,00:22:00,06:03:00,2024-12-27 08:55:00,43600,16850,26750,10,2024-12-27 09:13:00,00:36:00,00:18:00,06:57:00,0,0
541,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270030,-,1,BODEGA 2,-,2024-12-27 01:53:00,2024-12-27 07:50:00,2024-12-27 08:00:00,00:10:00,05:57:00,-,987198,F4E751,TRANSJIBAJA S.A.C.,129141,46520,16820,29700,29.7,GH CHANCAY - 5029,2024-12-27 08:43:00,00:43:00,06:50:00,2024-12-27 09:35:00,46430,16730,29700,0,2024-12-27 11:14:00,00:52:00,01:39:00,09:21:00,0,0
542,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270096,-,1,BODEGA 2,-,2024-12-27 05:59:00,2024-12-27 07:55:00,2024-12-27 08:05:00,00:10:00,01:56:00,-,2270096,ABP703,TRANSJIBAJA S.A.C.,129160,47360,16760,30600,30.6,CHANCAY - 5003,2024-12-27 09:35:00,01:30:00,03:36:00,2024-12-27 10:51:00,47290,16670,30620,20,2024-12-27 11:21:00,01:16:00,00:30:00,05:22:00,0,0
543,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270033,-,1,BODEGA 4,-,2024-12-27 02:14:00,2024-12-27 07:57:00,2024-12-27 08:06:00,00:09:00,05:43:00,-,2270033,D0Q776,TRANSJIBAJA S.A.C.,129136,48180,16400,31780,31.78,CHANCAY - 5003,2024-12-27 08:26:00,00:20:00,06:12:00,2024-12-27 08:59:00,48150,16360,31790,10,2024-12-27 09:16:00,00:33:00,00:17:00,07:02:00,0,0
544,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270039,-,1,BODEGA 4,-,2024-12-27 02:29:00,2024-12-27 07:57:00,2024-12-27 08:06:00,00:09:00,05:28:00,-,2270039,BMN703,VILMA ROJAS,129138,51140,19020,32120,32.12,CHANCAY - 5003,2024-12-27 08:34:00,00:28:00,06:05:00,2024-12-27 09:04:00,51050,18940,32110,-10,2024-12-27 09:24:00,00:30:00,00:20:00,06:55:00,0,0
545,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270025,-,1,BODEGA 4,-,2024-12-27 01:44:00,2024-12-27 07:58:00,2024-12-27 08:07:00,00:09:00,06:14:00,-,2270025,AJD804,VILMA ROJAS,129135,46300,18340,27960,27.96,GH CHANCAY - 5029,2024-12-27 08:23:00,00:16:00,06:39:00,2024-12-27 09:19:00,46150,18240,27910,-50,2024-12-27 11:07:00,00:56:00,01:48:00,09:23:00,0,0
546,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270045,-,1,BODEGA 2,-,2024-12-27 03:34:00,2024-12-27 08:03:00,2024-12-27 08:09:00,00:06:00,04:29:00,-,2270045,APP823,TRANSJIBAJA S.A.C.,129137,53600,17460,36140,36.14,CHANCAY - 5003,2024-12-27 08:28:00,00:19:00,04:54:00,2024-12-27 09:35:00,53550,17370,36180,40,2024-12-27 09:52:00,01:07:00,00:17:00,06:18:00,0,0
547,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270101,-,1,BODEGA 4,-,2024-12-27 06:18:00,2024-12-27 08:06:00,2024-12-27 08:12:00,00:06:00,01:48:00,-,2270101,D7X754,TOSA E.I.R.L.,129159,52600,17180,35420,35.42,CHANCAY - 5003,2024-12-27 09:33:00,01:21:00,03:15:00,2024-12-27 11:04:00,52510,17100,35410,-10,2024-12-27 12:29:00,01:31:00,01:25:00,06:11:00,0,0
548,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270098,-,1,BODEGA 2,-,2024-12-27 06:04:00,2024-12-27 08:09:00,2024-12-27 08:15:00,00:06:00,02:05:00,-,2270098,AZS811,TOSA E.I.R.L.,129158,46500,17360,29140,29.14,CHANCAY - 5003,2024-12-27 09:27:00,01:12:00,03:23:00,2024-12-27 10:57:00,46440,17280,29160,20,2024-12-27 11:48:00,01:30:00,00:51:00,05:44:00,0,0
549,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270065,-,1,BODEGA 4,-,2024-12-27 04:15:00,2024-12-27 08:10:00,2024-12-27 08:18:00,00:08:00,03:55:00,-,2270065,D3Y881,TRANSJIBAJA S.A.C.,129143,51440,16320,35120,35.12,CHANCAY - 5003,2024-12-27 08:50:00,00:32:00,04:35:00,2024-12-27 09:46:00,51390,16250,35140,20,2024-12-27 10:06:00,00:56:00,00:20:00,05:51:00,0,0
550,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270048,-,1,BODEGA 4,-,2024-12-27 03:39:00,2024-12-27 08:10:00,2024-12-27 08:17:00,00:07:00,04:31:00,-,2270048,BMO703,VILMA ROJAS,129139,54300,18780,35520,35.52,CHANCAY - 5003,2024-12-27 08:38:00,00:21:00,04:59:00,2024-12-27 09:07:00,54260,18730,35530,10,2024-12-27 09:27:00,00:29:00,00:20:00,05:48:00,0,0
551,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270044,-,1,BODEGA 2,-,2024-12-27 03:34:00,2024-12-27 08:12:00,2024-12-27 08:20:00,00:08:00,04:38:00,-,270044,ANB766,VILMA ROJAS,129142,52800,18280,34520,34.52,CHANCAY - 5003,2024-12-27 08:45:00,00:25:00,05:11:00,2024-12-27 09:24:00,52710,18200,34510,-10,2024-12-27 09:46:00,00:39:00,00:22:00,06:12:00,0,0
552,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270060,-,1,BODEGA 4,-,2024-12-27 04:09:00,2024-12-27 08:20:00,2024-12-27 08:29:00,00:09:00,04:11:00,-,2270060,ASZ864,TRANSJIBAJA S.A.C.,129145,41360,17040,24320,24.32,CHANCAY - 5003,2024-12-27 08:54:00,00:25:00,04:45:00,2024-12-27 09:49:00,41300,16970,24330,10,2024-12-27 10:22:00,00:55:00,00:33:00,06:13:00,0,0
553,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270070,-,1,BODEGA 4,-,2024-12-27 04:33:00,2024-12-27 08:23:00,2024-12-27 11:58:00,03:35:00,03:50:00,-,986633,BUY724,TOSA E.I.R.L.,129195,47300,18260,29040,29.04,CHANCAY - 5003,2024-12-27 12:24:00,00:26:00,07:51:00,2024-12-27 13:11:00,47280,18190,29090,50,2024-12-27 15:40:00,00:47:00,02:29:00,11:07:00,CARGA DE FONDO DE BODEGA,0
554,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270062,-,1,BODEGA 2,-,2024-12-27 04:16:00,2024-12-27 08:25:00,2024-12-27 08:33:00,00:08:00,04:09:00,-,2270062,BYP751,TOSA E.I.R.L.,129148,48080,18340,29740,29.74,CHANCAY - 5003,2024-12-27 09:03:00,00:30:00,04:47:00,2024-12-27 10:36:00,48040,18280,29760,20,2024-12-27 11:02:00,01:33:00,00:26:00,06:46:00,0,0
555,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270061,-,1,BODEGA 2,-,2024-12-27 04:16:00,2024-12-27 08:25:00,2024-12-27 08:36:00,00:11:00,04:09:00,-,2270061,AZT768,TOSA E.I.R.L.,129146,52260,17860,34400,34.4,CHANCAY - 5003,2024-12-27 09:00:00,00:24:00,04:44:00,2024-12-27 09:52:00,52180,17760,34420,20,2024-12-27 10:29:00,00:52:00,00:37:00,06:13:00,0,0
556,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270077,-,1,BODEGA 4,-,2024-12-27 04:36:00,2024-12-27 08:33:00,2024-12-27 08:45:00,00:12:00,03:57:00,-,2270077,BDD892,VILMA ROJAS,129147,49020,17640,31380,31.38,CHANCAY - 5003,2024-12-27 09:00:00,00:15:00,04:24:00,2024-12-27 10:01:00,48940,17540,31400,20,2024-12-27 10:33:00,01:01:00,00:32:00,05:57:00,0,0
557,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270080,-,1,BODEGA 2,-,2024-12-27 05:16:00,2024-12-27 08:33:00,2024-12-27 08:41:00,00:08:00,03:17:00,-,2270080,AJI820,TOSA E.I.R.L.,129149,46620,17580,29040,29.04,CHANCAY - 5003,2024-12-27 09:04:00,00:23:00,03:48:00,2024-12-27 10:23:00,46540,17500,29040,0,2024-12-27 10:55:00,01:19:00,00:32:00,05:39:00,0,0
558,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270072,-,1,BODEGA 2,-,2024-12-27 04:20:00,2024-12-27 08:33:00,2024-12-27 08:43:00,00:10:00,04:13:00,-,2270072,T9T864,TRANSJIBAJA S.A.C.,129150,47180,17360,29820,29.82,CHANCAY - 5003,2024-12-27 09:07:00,00:24:00,04:47:00,2024-12-27 10:16:00,47080,17250,29830,10,2024-12-27 10:38:00,01:09:00,00:22:00,06:18:00,0,0
559,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 9,7-15,202412270074,-,1,BODEGA 2,-,2024-12-27 04:41:00,2024-12-27 08:41:00,2024-12-27 08:48:00,00:07:00,04:00:00,-,2270074,ADZ884,TRANSJIBAJA S.A.C.,129151,50600,15980,34620,34.62,CHANCAY - 5003,2024-12-27 09:07:00,00:19:00,04:26:00,2024-12-27 10:21:00,50550,15910,34640,20,2024-12-27 10:41:00,01:14:00,00:20:00,06:00:00,0,0
